p,rp
100.0,1.5144865722128689
93.26033468832199,1.4934414492150836
90.73538803407455,1.484968262254465
86.97490026177834,1.4730594326421977
81.11308307896873,1.45311748324232
75.64633275546291,1.4328022754132537
71.76593295323927,1.4174741629268055
70.54802310718645,1.4129176843443174
65.79332246575683,1.394195021485335
61.35907273413176,1.3754909143769187
57.2236765935022,1.356712037105658
56.472787767373696,1.3530477745798075
53.366992312063125,1.3387519054521104
49.770235643321136,1.3210744838375965
46.41588833612782,1.3033082195891208
44.35628635027595,1.291549665014884
43.28761281083057,1.2857752274369605
40.37017258596554,1.2689599785708516
37.64935806792467,1.250278924621917
35.11191734215131,1.2333557832765236
35.04093864067592,1.2328467394420666
32.74549162877728,1.2173212974671266
30.538555088334157,1.2013613513566797
28.48035868435802,1.18536485895432
27.460197503588603,1.1768119524349983
26.560877829466868,1.1696732578310192
24.770763559917114,1.154493133825111
23.101297000831604,1.1393221998728258
21.544346900318846,1.1240363491321985
21.476881092965716,1.1233240329780276
20.092330025650483,1.1095314861287755
18.73817422860385,1.0951179167466432
17.475284000076847,1.0807415875560087
16.78346908200723,1.0722672220103238
16.297508346206453,1.0666295000368007
15.199110829529332,1.0530293546538798
14.174741629268048,1.039418763908338
13.219411484660288,1.025732103755413
13.076707832418748,1.0235310218990263
12.32846739442066,1.0126207902507716
11.497569953977356,0.9996314809656922
10.722672220103231,0.9866181810818127
10.193052398683331,0.9770099572992255
10.0,0.9736864023562335
9.326033468832199,0.9612734929363196
8.697490026177835,0.9488887264819004
8.111308307896872,0.9364626021003957
7.942407490776434,0.93260334688322
7.56463327554629,0.9244362810116179
7.054802310718645,0.912651058763113
6.5793322465756825,0.9008362458515712
6.181985181162114,0.8902150854450389
6.1359072734131725,0.8890455274565099
5.722367659350217,0.8778486480995055
5.3366992312063095,0.8666922453100461
4.977023564332113,0.8555167687855602
4.805231313809826,0.8497534359086445
4.641588833612779,0.8445502845626163
4.328761281083059,0.8339041151071025
4.037017258596556,0.8232329073716187
3.7649358067924674,0.8125132107069603
3.732359209509275,0.8111308307896873
3.5111917342151306,0.8022577708035215
3.2745491628777286,0.792100800260195
3.053855508833415,0.7819427403931517
2.8991070369415444,0.7742636826811272
2.848035868435802,0.7718582764845687
2.656087782946687,0.7621658870136339
2.4770763559917115,0.7524309728927006
2.31012970008316,0.742586093112374
2.2551704963028985,0.739072203352578
2.1544346900318843,0.732962484519743
2.009233002565047,0.7234696102727773
1.8738174228603839,0.7138755393126581
1.7643171361135281,0.7054802310718644
1.7475284000076838,0.7042524278202215
1.6297508346206446,0.6950239618656784
1.5199110829529339,0.6857790581635076
1.4174741629268055,0.6764350636452234
1.3868732063298597,0.6734150657750824
1.3219411484660295,0.6672999750125341
1.2328467394420657,0.6582763611364413
1.1497569953977356,0.649196461513933
1.0956540151218557,0.6428073117284322
1.072267222010323,0.6401568320233195
1.0,0.6313753163719873
0.93260334688322,0.6225731661750065
0.8697490026177834,0.6136551007924338
0.869330367179653,0.6135907273413174
0.8111308307896874,0.6049929639215834
0.7564633275546289,0.5962972635040649
0.7054802310718644,0.5874894531807296
0.6960145114012013,0.5857020818056667
0.6579332246575681,0.5787646215616953
0.6135907273413173,0.570022132177161
0.5722367659350217,0.5611784437802994
0.5632006946969235,0.5590810182512224
0.533669923120631,0.5524628591315643
0.49770235643321115,0.543759704936311
0.464158883361278,0.5349325311854636
0.4597346001028322,0.533669923120631
0.43287612810830584,0.5262785252823646
0.40370172585965547,0.5176414387806936
0.37793367212703594,0.5094138014816381
0.3764935806792468,0.5089691536210186
0.3511191734215131,0.5005573157158015
0.32745491628777285,0.49215409015410877
0.3120404804891971,0.48626015800653544
0.30538555088334157,0.4838053923447402
0.2848035868435802,0.4756617237474784
0.26560877829466867,0.46752042256100224
0.2582419412105343,0.464158883361278
0.24770763559917108,0.45953221680523765
0.231012970008316,0.4516833379657951
0.2154434690031884,0.4438383596943565
0.21401202939632413,0.4430621457583881
0.20092330025650468,0.4362471498699453
0.1873817422860384,0.42872828276550023
0.17762792917415404,0.4229242874389499
0.17475284000076838,0.421276734158188
0.16297508346206444,0.4140648922596344
0.1519911082952934,0.4068909934337753
0.1474423724622246,0.40370172585965547
0.1417474162926805,0.3998625667528962
0.1321941148466029,0.3929910107174012
0.12328467394420663,0.38614311365595705
0.12232807176025956,0.38535285937105296
0.11497569953977356,0.37952254789583073
0.10722672220103231,0.37297452312575347
0.10155136363019829,0.36783797718286343
0.1,0.3664859615875724
