p,rp
100.0,1.2934818443200122
99.3648754488683,1.291549665014884
93.26033468832199,1.2732935169495656
86.97490026177834,1.2534860024902892
81.11308307896873,1.234005732469933
80.78613963053719,1.2328467394420666
75.64633275546291,1.2149626157350863
70.54802310718645,1.1962646665025487
65.79332246575683,1.1778347370569837
65.54675665872837,1.1768119524349985
61.35907273413176,1.1597920065933782
57.2236765935022,1.1422356454693479
53.366992312063125,1.125006466429753
53.01568048122738,1.1233240329780276
49.77023564332114,1.1081144204830702
46.41588833612782,1.0915399688958343
43.28761281083057,1.075182339955659
42.765529263618966,1.0722672220103238
40.37017258596554,1.0591901435329607
37.64935806792467,1.0434890774027954
35.11191734215131,1.027927296982342
34.44098968300101,1.0235310218990263
32.74549162877728,1.0126677891933353
30.538555088334157,0.9976935182899382
28.48035868435802,0.9829041060995102
27.709382321999392,0.9770099572992252
26.560877829466868,0.9684298209381131
24.770763559917114,0.9542764575135827
23.1012970008316,0.9402685736495993
22.245400697637884,0.9326033468832198
21.544346900318846,0.9264674734646037
20.09233002565048,0.913007900006374
18.73817422860385,0.8996605793861556
17.838852613318224,0.8902150854450388
17.475284000076847,0.8864830085715965
16.297508346206453,0.8736537206694082
15.199110829529332,0.8608697691365068
14.30558365714101,0.8497534359086445
14.174741629268048,0.8481618618736686
13.219411484660288,0.8358892596361298
12.32846739442066,0.8237765391294272
11.497569953977356,0.8118080517179481
11.453796110739212,0.8111308307896873
10.722672220103231,0.8001073603790889
10.0,0.7886337589668113
9.326033468832199,0.7773239160130494
9.156048679824917,0.7742636826811272
8.697490026177835,0.7662131219480505
8.111308307896872,0.7553242141769505
7.56463327554629,0.7445411641198358
7.3049542849818225,0.7390722033525781
7.054802310718645,0.7339291525841508
6.5793322465756825,0.7235420001845531
6.1359072734131725,0.7132368439095993
5.822742996306319,0.7054802310718644
5.722367659350217,0.7030497919875741
5.3366992312063095,0.6931415669397647
4.977023564332112,0.6834113229676572
4.641588833612779,0.6737734398638183
4.629988632524959,0.6734150657750824
4.328761281083059,0.664355512956484
4.037017258596556,0.6550841322728191
3.7649358067924674,0.6458938862160679
3.6795436731829634,0.6428073117284322
3.511191734215131,0.6368721312104632
3.2745491628777286,0.6279969780616182
3.0538555088334154,0.6191741867661718
2.9233289691597593,0.6135907273413174
2.848035868435802,0.6104429090151496
2.656087782946687,0.601878108819665
2.4770763559917115,0.5933347700397835
2.32860708478405,0.5857020818056667
2.31012970008316,0.5847717350146884
2.1544346900318843,0.5762303183726367
2.009233002565047,0.5675955246406239
1.8763077959147443,0.5590810182512224
1.8738174228603839,0.5589247058476766
1.7475284000076838,0.5503787751196754
1.6297508346206446,0.5418201189765615
1.526034894984054,0.533669923120631
1.5199110829529339,0.5331990491576073
1.4174741629268055,0.5247292984316827
1.3219411484660293,0.5162899567993562
1.2496575002442873,0.5094138014816381
1.232846739442066,0.50785369178978
1.1497569953977353,0.4995723055897773
1.072267222010323,0.49133628498899795
1.0277400288110132,0.48626015800653555
1.0,0.48318183868850306
0.9326033468832199,0.4751948762015848
0.8697490026177834,0.4672209500362639
0.8472669512530964,0.464158883361278
0.8111308307896873,0.45938023138658723
0.7564633275546289,0.4516619196893614
0.7054802310718644,0.44396858672331885
0.6998972002158964,0.4430621457583881
0.6579332246575681,0.4364622888189254
0.6135907273413173,0.429032520220917
0.5794796195600512,0.42292428743894994
0.5722367659350217,0.4216651690869631
0.533669923120631,0.4145070644696168
0.49770235643321115,0.40740363952986736
0.4802300892393274,0.40370172585965547
0.464158883361278,0.4004032548968688
0.43287612810830584,0.39354526155494235
0.40370172585965547,0.386731095214913
0.39820014715147467,0.3853528593710529
0.3764935806792469,0.3800964890311778
0.3511191734215131,0.37356128335681027
0.33030540483913695,0.36783797718286343
0.32745491628777285,0.36707840546666226
0.30538555088334157,0.36079708181849546
0.2848035868435802,0.354567548000415
0.2741593532155379,0.35111917342151316
0.26560877829466867,0.3484395732789171
0.24770763559917108,0.3424617855613734
0.23101297000831597,0.3365225778725871
0.227445252105823,0.3351602650938843
0.2154434690031884,0.33073458752214413
0.20092330025650468,0.3250357297298188
0.18872744174078046,0.31992671377973836
0.1873817422860384,0.3193807820687411
0.17475284000076838,0.3139065395806819
0.16297508346206444,0.30847793971917525
0.15670634396546546,0.30538555088334157
0.1519911082952934,0.3031363644563252
0.1417474162926805,0.2979283728567632
0.1321941148466029,0.2927547994744279
0.13004297061754005,0.29150530628251775
0.12328467394420663,0.28771456469849555
0.11497569953977357,0.2827565586069376
0.10790839765459713,0.2782559402207124
0.10722672220103233,0.2778355164527824
0.1,0.27307273398226173
