KOI,logAiso,E_logAiso,e_logAiso,a3,loc3,scale3,a5,loc5,scale5
K04129,9.37,0.36,0.56,-32.76791104216973,9.884953363912162,0.7648015203172996,-1.6425920763114874,9.726848582111849,0.6319840043657777
K04136,9.82,0.03,0.03,1.5980918988134363e-07,9.819999996153403,0.030167190090717,0.10032896610519515,9.817528353757439,0.030905804794742142
K04144,9.13,0.31,0.39,-2.37450549040544,9.480835311208594,0.5272732113269172,-1.0763467342696345,9.354999107083174,0.43515860682728114
K04146,8.74,0.44,0.34,2.62314558102743,8.340100497587745,0.5977667412679399,1.1499361019010337,8.480467527056287,0.49213555903981354
K04156,9.72,0.11,0.06,24.856323701706145,9.628613046398415,0.1420851566080631,2.1430392050918385,9.648507740737317,0.1244399947188759
K04157,9.42,0.13,0.16,0.00953751881070275,9.408890421506483,0.14581203077900173,-1.0188334912791959,9.510441378513955,0.17813881142637578
K04159,9.9,0.15,0.25,-27.38044808696398,10.120125294680928,0.3332855367227592,-1.8431875716117219,10.06120867766403,0.28254667747368045
K04160,9.0,0.26,0.22,1.8942777784236995,8.775385023763354,0.3450307353994899,0.9103530877096659,8.859880261224868,0.2880602486993713
K04188,8.99,0.37,0.42,-1.6078262742409493,9.335898480288481,0.5458636802582572,-0.797390669338597,9.201849200583192,0.46235269779301824
K04198,9.78,0.03,0.03,0.017762027332253183,9.779572495705008,0.030170219120644104,0.1033935750738948,9.777452475580418,0.03091183390411434
K04199,9.65,0.31,0.45,-4.269983165918674,10.065296267278708,0.615837863168694,-1.4521083587974317,9.931291233827867,0.5066715128376817
K04204,9.78,0.08,0.09,-1.544269143726467,9.853061831002748,0.11626904581334829,-0.7710671909766518,9.824565410801751,0.09890574846092948
K04212,9.38,0.13,0.19,-4.4503803487674105,9.555371373825222,0.26003755548679464,-1.4704965053393693,9.49904096162306,0.21398647570773566
K04215,10.12,0.02,0.02,-0.018548991555007888,10.120297628490421,0.02011366229205447,-0.0009591621542739404,10.12001571801018,0.020538626135302995
K04222,10.08,0.04,0.05,-2.3214266032268114,10.12484865597429,0.06750712058900021,-1.059534145768481,10.10868306081742,0.055755642145676076
K04226,9.56,0.13,0.05,24.658762255144893,9.471053000043714,0.15202624299724932,3.5953553989185565,9.477086861235634,0.14665351236424773
K04230,10.08,0.03,0.03,-0.016567206063783146,10.080398749988866,0.030169825336707423,0.1201361694413805,10.07703756995982,0.03094781672342406
K04235,9.51,0.06,0.07,-1.8018029874356074,9.569703147855503,0.09236374085388843,-0.8749466578269818,9.547026175552794,0.07741101041803233
K04245,9.46,0.12,0.05,26.11675415660683,9.374389835475867,0.14325530145104282,3.1988630934994404,9.382794225466558,0.1355413805704504
K04246,8.97,0.19,0.29,-6.831022446318244,9.237734553719783,0.39694387778859797,-1.5894022137751875,9.15397850280204,0.3271011400072048
K04251,9.69,0.18,0.25,-3.435923012897632,9.92017707383086,0.34174564458910084,-1.3345027880847624,9.843554623141001,0.2809056058159346
K04257,9.61,0.02,0.02,-0.01796015468180201,9.610288181515214,0.020113524736812494,0.005736664003634928,9.609905988956212,0.020538835351879947
K04269,9.67,0.12,0.09,2.9230901034692494,9.56013823888951,0.1635945037410783,1.227595502479545,9.597836631857021,0.13450875265637552
K04276,9.29,0.07,0.03,-0.0089789416730639,9.303693132417349,0.05027982768676431,3.069915621463281,9.24484669577322,0.0790951717955427
K04288,9.79,0.07,0.08,0.0010547480556937217,9.786603091354893,0.07541768998052989,-0.8169448318480477,9.830876409494772,0.08817445786113276
K04292,10.11,0.03,0.05,-22.725698759902286,10.154025057747505,0.06665710635517097,-1.8431806354170135,10.142241600793337,0.056509291106056514
K04296,10.13,0.01,0.02,-21.1812393375302,10.14578729642114,0.025142681733037797,-2.44568200619662,10.143010746065228,0.022626964517926007
K04298,9.86,0.04,0.04,0.020040797638728236,9.859356876649471,0.04022806135415968,-0.10313581311149278,9.863388050426094,0.04121509197268425
K04301,9.74,0.09,0.1,0.0012003730190741635,9.736575047917928,0.09552872856558758,-0.7336084200991877,9.78812032657947,0.10961050337566314
K04302,9.82,0.05,0.06,-2.0056875264723573,9.87250291059434,0.08008599773484548,-0.951591249139895,9.852979221820487,0.06660826362912187
K04304,9.96,0.05,0.05,9.636205788865482e-08,9.959999996134286,0.05027865015119537,0.11057099721409713,9.95545788562672,0.05154440603150834
K04312,10.12,0.02,0.03,-5.4392706358933935,10.147696266737823,0.04106286709348084,-1.5413044263487308,10.138945133620854,0.03381932490212114
K04318,9.16,0.21,0.17,2.226470735033942,8.972757342514438,0.2827391365368326,1.0284909541737193,9.040862951005607,0.23389695342622863
K04323,9.6,0.12,0.05,23.709083382250952,9.514389837873683,0.1432552987035436,3.19886667853811,9.522794157499735,0.135541401718281
K04329,9.46,0.08,0.04,22.682214303660174,9.396850810055332,0.10057072923484345,2.4456831137287622,9.407956998939484,0.09050786419621937
K04335,10.1,0.03,0.05,-22.777919721302965,10.144025058135416,0.06665710683448622,-1.8431845534331757,10.132241677209247,0.05650931629620626
K04356,9.2,0.54,0.56,74.25992388607159,8.509447812192665,0.8992755730824298,-0.47958623145987644,9.400069325564612,0.5999000311042
K04366,9.72,0.27,0.52,-32.01512348861387,10.139583387061299,0.6613105672881314,-2.310616994661885,10.058350011788264,0.5883320532501533
K04367,9.75,0.06,0.08,-2.923090103468482,9.823241174073654,0.10906300249405154,-1.2276023654376047,9.798109251450924,0.08967261152504291
K04368,9.59,0.02,0.02,0.021754976752049515,9.589650938656577,0.02011448913471614,0.09370849496286837,9.588461367136132,0.020595623413889097
K04374,9.87,0.15,0.24,-23.575632721960446,10.0867884565481,0.324514592880075,-1.7230520613753697,10.023793086332828,0.27103559920258635
K04382,9.7,0.07,0.07,0.012963935557380069,9.699271928254845,0.0703938755117568,-0.000521840401489726,9.70002992288055,0.07188517325463473
K04383,9.11,0.33,0.58,-24.45570981530507,9.604286150350816,0.7595410019818429,-2.00661437683155,9.486032072232181,0.6559440771090937
K04385,9.84,0.21,0.41,-29.626311483784434,10.168196430162412,0.5192254026382601,-2.358737240889724,10.106782796482538,0.4638746473544548
K04399,9.27,0.27,0.31,-1.6883741298728552,9.529432187915965,0.40566530385246835,-0.8301180360532925,9.429721163967095,0.3419475461523247
K04400,9.84,0.11,0.13,-1.8942777784239269,9.952307488118329,0.17251536769975084,-0.910350390676328,9.91005956825938,0.14403004076693748
K04407,9.57,0.08,0.07,0.011583212153439604,9.57263633299274,0.07542119336180986,0.81694185779196,9.529123710155286,0.08817442555510824
K04409,9.64,0.1,0.13,-2.665862563742479,9.758308039248753,0.17672359632326806,-1.1617234599141,9.716924240242113,0.14545478258231703
K04411,9.71,0.11,0.14,-2.4731766918944658,9.836530311553332,0.1896947067947128,-1.106566578379983,9.791547835933303,0.15637315863746026
K04421,9.74,0.07,0.07,-0.014020594376546569,9.740787410654223,0.07039451431085353,0.0001685784121434608,9.739990328920737,0.0718851713205958
K04423,9.65,0.03,0.13,-23.44794974717726,9.72071975091226,0.13682464885548962,-7.987109709540206,9.726542847639227,0.14503976104161365
K04426,9.51,0.11,0.04,23.690527718823446,9.436840297520936,0.1268835611584347,3.9034640767489748,9.440338583059578,0.1239664507512781
K04430,9.53,0.33,0.51,-54.90567376223277,10.000928304744818,0.6981444127062573,-1.6242437975223538,9.854513216257086,0.5754546645199744
K04431,9.57,0.11,0.06,25.85927641402712,9.478613046226355,0.1420851567515612,2.143043718256081,9.498507585044557,0.1244400464300276
K04435,9.42,0.04,0.04,1.0942751771381154e-07,9.419999996488116,0.04022292012095574,-0.09817043203850062,9.423224032984885,0.04120217176546204
K04441,9.55,0.35,0.48,-3.259867837035884,9.991358898732917,0.6557381212339857,-1.301235321452694,9.843066120640106,0.5389662988248939
K04443,9.52,0.06,0.05,2.00568752647132,9.467497089405665,0.08008599773484026,0.95158892194776,9.48702088189438,0.06660823124428805
K04446,10.11,0.02,0.03,-5.439270635889088,10.137696266737823,0.04106286709348006,-1.5412977278516138,10.128945035246577,0.03381929263598915
K04452,10.08,0.03,0.03,-0.016567206063783146,10.080398749988866,0.030169825336707423,0.1201361694413805,10.07703756995982,0.03094781672342406
K04457,9.86,0.06,0.07,-1.8018029874376111,9.91970314785555,0.09236374085392018,-0.8749436407593691,9.897026008019408,0.07741095848598967
K04469,9.4,0.39,0.48,-2.1976695013940883,9.827113985717057,0.6456493764183778,-1.0188317255399113,9.671323531367522,0.5344162440284121
K04473,9.66,0.03,0.03,1.2796070336662524e-07,9.659999996919995,0.030167190090716,0.12351883535457375,9.656953690688738,0.030955714004854085
K04480,9.75,0.11,0.15,-3.18625707768787,9.887826622811183,0.20484840539964977,-1.286295766228605,9.84132201076068,0.16837173581825404
K04482,9.49,0.11,0.14,-2.4731766918952474,9.616530311553346,0.1896947067947249,-1.106564032301037,9.571547596565473,0.15637308237839231
K04505,9.78,0.07,0.07,0.016205006860630533,9.779089922367387,0.07039599327054746,-0.001759848307330003,9.780100938051627,0.07188524226217508
K04546,9.89,0.06,0.07,-1.8018029874354653,9.949703147855502,0.09236374085388754,-0.8749446598940125,9.927026101680358,0.07741099163408749
K04556,9.82,0.02,0.02,1.359310601856123e-07,9.819999997818766,0.020111460060477038,-0.08374300185249695,9.821374450778595,0.020584206263285942
K04557,9.87,0.04,0.05,99.00652886179807,9.81108452637631,0.07308776081660606,-1.0595347956627705,9.898683083418959,0.05575564931088839
K04561,9.67,0.04,0.11,-23.287564737032156,9.743159699951311,0.12688355840825016,-3.9034646568941724,9.739661448427889,0.12396646085539187
K04567,9.51,0.11,0.05,24.272958294594744,9.427726673990804,0.13448435617551857,2.8164602055597925,9.43872635254895,0.12437311137145857
K04575,9.41,0.11,0.04,23.88874087521029,9.336840295613676,0.12688356132505096,3.903478079734299,9.34033841591728,0.12396650329034897
K04580,9.9,0.03,0.03,1.428140024017921e-07,9.899999996562476,0.03016719009071611,0.11983046846204104,9.897045207139284,0.030947106426759685
K04581,9.81,0.08,0.1,-0.005418030360786474,9.80372454283393,0.09050207029459956,-1.0595374323877564,9.867366349637157,0.11151135649256061
K04582,10.01,0.08,0.11,-3.2945668010194424,10.111175016172258,0.15029485865881909,-1.3080603123331969,10.07724615396687,0.12353111931083793
K04585,9.71,0.04,0.05,-2.3214266032265414,9.754848655974289,0.06750712058899788,-1.059530782869274,9.738682944453641,0.055755605328875024
K04588,9.63,0.03,0.03,1.289979252305784e-07,9.629999996895029,0.03016719009071578,0.1168169581913645,9.627119964111635,0.030940263222468012
K04601,9.36,0.06,0.24,-23.665159615522583,9.494765813587708,0.25610739483936584,-6.966251571813615,9.503269451914626,0.26826276445261565
K04603,9.42,0.05,0.14,-23.123822439784576,9.512283833966638,0.16079718329235337,-4.008353884204766,9.508444846191056,0.15772115995634128
K04605,9.59,0.04,0.14,-26.670330944475978,9.673170209159865,0.15319638552643244,-5.61703081846629,9.675480160801976,0.1569704662907283
K04613,9.61,0.25,0.6,-24.99972000048362,10.038050820512902,0.7162765048598039,-3.198820492196532,9.996024828800316,0.6777056033280964
K04614,9.64,0.08,0.08,0.011021197029378982,9.639292604944428,0.08044895041520073,0.10034595915388422,9.633407376755528,0.08241568029652868
K04617,9.95,0.05,0.05,9.447722959521343e-08,9.9499999962099,0.050278650151194926,-0.0009548008136732733,9.950039114907623,0.051346564857330024
K04633,9.68,0.1,0.06,26.834471687062546,9.591949881903782,0.1333142149889609,1.8431811715535389,9.615516777500657,0.11301858909161233
K04637,9.63,0.03,0.14,-24.021849167702428,9.704056583701014,0.1455955855633595,-9.129568224198238,9.711392159333956,0.15593360864252348
K04640,9.45,0.04,0.04,0.016574086524599352,9.449468112555081,0.04022643673570303,-0.0883476651834485,9.452900502368422,0.04117863601990712
K04647,9.62,0.03,0.02,5.4392706358732,9.592303733262181,0.041062867093476174,1.5412792880627535,9.601055178781104,0.03381922053193864
K04651,9.43,0.25,0.39,-24.610130773941023,9.787977260884956,0.5320867148137851,-1.650664504880794,9.678674645583637,0.4401653276854298
K04653,9.67,0.08,0.07,1.6557397855876559,9.603464687059445,0.10440863594400418,0.8169417218782229,9.629123719015018,0.08817442308083334
K04657,10.08,0.04,0.08,-23.595760439816203,10.143149193021216,0.10057073271449768,-2.445679448478714,10.132042928916803,0.09050784171503579
K04659,9.66,0.19,0.33,-30.863471682670422,9.943274486669676,0.4338562677204858,-1.969340182911381,9.873742305637062,0.3731654159405833
K04663,9.8,0.02,0.02,1.7613541558603174e-07,9.799999997173622,0.020111460060477815,0.08383688333265127,9.798624003620835,0.020584307920462175
K04665,10.06,0.03,0.04,-2.923090103469761,10.096620587036833,0.0545315012470271,-1.2276001642351417,10.08405457554495,0.04483629071981421
K04674,9.87,0.08,0.09,0.000955614173790309,9.866601495557585,0.08547372988456714,-0.7710701836385141,9.914565630847779,0.09890581399804133
K04686,9.75,0.03,0.14,-24.743641005998967,9.824056582186993,0.14559558593484911,-9.129574184605033,9.831392175488807,0.15593361353670698
K04693,10.12,0.02,0.02,-0.018548991555007888,10.120297628490421,0.02011366229205447,-0.0009591621542739404,10.12001571801018,0.020538626135302995
K04699,9.52,0.11,0.15,-3.186257077687827,9.657826622811184,0.2048484053996491,-1.2862978481148986,9.611322205445843,0.1683717992089483
K04715,9.65,0.03,0.04,-2.9230901034688372,9.686620587036828,0.05453150124702377,-1.22759863666532,9.674054533938142,0.044836276172435574
K04716,9.7,0.08,0.07,1.6557397855876843,9.633464687059444,0.1044086359440044,0.8169422893361542,9.659123682788147,0.08817443408983983
K04717,9.97,0.11,0.18,-26.012408261794874,10.130312937575788,0.2414857464423369,-1.7886380256268524,10.085772411532862,0.2033691875904604
K04725,9.84,0.21,0.63,-40.89337429126141,10.241606819829558,0.7121861309363042,-4.4402124606912,10.234114693974432,0.7087632161681938
K04744,9.82,0.08,0.09,-1.5442691437267086,9.893061831002752,0.11626904581335107,-0.7710848757138393,9.864566709749834,0.0989061351577114
K04745,9.67,0.32,0.48,-5.439270635890324,10.113140267805187,0.6570058734956945,-1.541297779517521,9.973120575600532,0.5411086856275076
K04763,9.83,0.03,0.03,1.5975170697402064e-07,9.829999996154786,0.030167190090715112,0.12491910803056783,9.826918874555794,0.030959037494185604
K04765,9.45,0.1,0.16,-26.363165283874523,9.594525638814211,0.21634306271398474,-1.7230466135751215,9.552528351919811,0.18069027682760397
K04771,9.58,0.09,0.08,1.5442691437266092,9.506938168997248,0.11626904581334918,0.7710659608908941,9.535434679815193,0.09890572143027498
K04773,9.65,0.03,0.03,-0.01765665945377748,9.650424968532729,0.03017018328642329,0.0991639696584059,9.64755721038199,0.030903564871181843
K04774,9.71,0.24,0.48,-36.48117163328185,10.088895156372212,0.6034243927648695,-2.445675479475497,10.022257077847327,0.5430468812357327
K04775,9.81,0.02,0.02,1.460137326603217e-07,9.809999997656973,0.02011146006047726,-0.08399779612528846,9.81137864540302,0.02058448194193585
K04792,9.08,0.31,0.45,-4.269983165918703,9.495296267278707,0.6158378631686939,-1.4521060749500805,9.36129070214309,0.5066713391497566
K04811,9.83,0.03,0.03,1.5975170697402064e-07,9.829999996154786,0.030167190090715112,0.12491910803056783,9.826918874555794,0.030959037494185604
K04822,9.91,0.03,0.03,1.6063610530636652e-07,9.9099999961335,0.03016719009071611,0.1081780819467042,9.907333963405563,0.030921612341756166
K04829,9.82,0.07,0.07,0.011721869778028804,9.819341680329932,0.07039318859054888,-0.0017631961316908473,9.820101126203063,0.07188524058102419
K04833,9.97,0.04,0.04,1.2903163337796286e-07,9.969999995858956,0.0402229201209543,-0.09652682386352751,9.973170137606646,0.04119815619548006
K04834,9.68,0.03,0.02,5.439270635891489,9.652303733262174,0.04106286709348017,1.5413074916328355,9.66105482137094,0.0338193396769354
K04839,9.77,0.06,0.08,-2.9230901034694057,9.843241174073661,0.10906300249405387,-1.227597760428921,9.818109023998353,0.08967253812911402
K04841,9.72,0.3,0.49,-45.38173500150386,10.156913753996733,0.6578001320911686,-1.7831771697202328,10.03506924996238,0.5535968347496267
K04850,9.68,0.19,0.31,-27.235013986180206,9.956600816686914,0.41631438607545745,-1.7800109574257306,9.879295977476556,0.3502274015348946
K04864,9.7,0.02,0.02,1.8013832914220984e-07,9.699999997109387,0.020111460060476816,-0.08392868006711751,9.701377507487944,0.02058440669526229
K04887,9.65,0.02,0.02,-0.0240043378500161,9.650385144809862,0.02011514771320333,0.004403327816987712,9.649927841057142,0.02053874680520451
K04892,9.71,0.03,0.03,0.014567817609247413,9.709649368237708,0.030169227755262873,0.11296069356352234,9.70721546472047,0.030931775186870514
K04898,10.02,0.05,0.05,1.0891207580243645e-07,10.019999995630823,0.05027865015119459,0.11833558811258627,10.0151371155164,0.051572842782921846
K04907,9.78,0.08,0.09,-1.544269143726467,9.853061831002748,0.11626904581334829,-0.7710671909766518,9.824565410801751,0.09890574846092948
K04961,9.61,0.31,0.51,-28.194417522042897,10.062701050226423,0.6829428125311366,-1.804483864287846,9.938281660326542,0.5762689282224537
K04978,9.17,0.32,0.55,-27.46933060235868,9.645162024195574,0.7256273848442605,-1.9368223565327867,9.525893689076812,0.6218687448288203
K05018,9.21,0.35,0.48,-3.259867837036623,9.65135889873294,0.6557381212340072,-1.3012318077329752,9.503065204509069,0.5389660088989847
K05021,9.59,0.23,0.4,-28.903830695126942,9.933086844308304,0.5256560590197785,-1.9734598382125057,9.849111864854583,0.45232829114530304
K05039,9.43,0.42,0.59,-3.612072647752669,9.973709543015964,0.8068696160856447,-1.3645259345044138,9.794200822736498,0.6633218425400402
K05048,9.45,0.13,0.11,1.8942777784239269,9.33769251188167,0.17251536769975084,0.9103541412805498,9.379940046725945,0.1440301608058121
K05057,9.33,0.12,0.11,1.32116206786867,9.238777129957555,0.1510504408874147,0.6754124030658346,9.275110362547263,0.1309519137200088
K05084,9.93,0.05,0.06,-2.0056875264724425,9.982502910594341,0.08008599773484615,-0.9515923830032591,9.962979242936399,0.06660826551889443
K05085,9.22,0.38,0.52,-76.35616875925837,9.739833270148768,0.7449193462689299,-1.2954748414956754,9.537142676253236,0.5838070044146121
K05107,9.27,0.14,0.13,1.222848897056437,9.16757768461997,0.17376288272605867,0.6317645290407086,9.208701577633214,0.1522225558796546
K05119,9.05,0.13,0.11,1.8942777784238842,8.937692511881673,0.17251536769974962,0.9103554851500206,8.979939913682864,0.1440302018797579
K05124,9.5,0.33,0.52,-29.5480596322748,9.974265139813326,0.706915353648911,-1.6792148270777147,9.832256056379114,0.5870358439822956
K05135,10.13,0.01,0.02,-21.1812393375302,10.14578729642114,0.025142681733037797,-2.44568200619662,10.143010746065228,0.022626964517926007
K05155,10.0,0.07,0.08,-1.6557397855873006,10.066535312940552,0.10440863594399918,-0.8169401917490688,10.040876182940998,0.08817439357495105
K05159,9.07,0.28,0.4,-3.9145730270740557,9.438959863920058,0.5472745204369418,-1.4092111802121394,9.318589770233185,0.45006592594280603
K05198,9.53,0.3,0.47,-54.88821413717112,9.960240081308562,0.6402582468670324,-1.6627462289366406,9.829953789725359,0.5305135313483318
K05216,9.65,0.22,0.37,0.004683126356880507,9.598892084621156,0.2966460258902123,-1.8704219914211535,9.888855566224656,0.41822643921115843
K05236,9.57,0.13,0.2,-8.398593256190566,9.754644550570887,0.2737544203699671,-1.6115262256036544,9.69712601170993,0.22563961114754716
K05241,9.83,0.04,0.04,1.352194090031844e-07,9.82999999566037,0.040222920120955186,-0.00011846015534899834,9.830003872480624,0.041077226940413825
K05247,9.7,0.1,0.07,3.9145730270735584,9.607760034019986,0.13681863010923512,1.409210853548771,9.637852575187287,0.11251647564223122
K05269,9.0,0.41,0.51,-2.2817863561766245,9.456376179420438,0.6878104820768332,-1.0467324844135533,9.29126165711551,0.5684363643479984
K05278,10.08,0.05,0.11,-24.016404619318294,10.162273326640056,0.13448435707678374,-2.8164801276825813,10.151274082150632,0.12437323350306051
K05284,9.78,0.09,0.08,1.5442691437264529,9.706938168997253,0.1162690458133464,0.03071858861139276,9.789814361978,0.08728538738034908
K05290,9.38,0.32,0.41,-2.531992541092009,9.751440071442529,0.5561631505620288,-1.123942506582651,9.620062994960938,0.4582098086692906
K05324,9.58,0.16,0.14,1.6557397855876417,9.446929374118893,0.20881727188800836,0.8169421869010876,9.498247377459794,0.17634886319965126
K05375,9.29,0.14,0.11,-0.010320503804081227,9.30103486836164,0.12570045759562698,1.106561385856537,9.20845253344723,0.15637303470037245
K05379,9.35,0.12,0.09,2.923090103469093,9.24013823888951,0.1635945037410772,1.2275957404974065,9.2778366173518,0.13450876268316347
K05380,9.94,0.13,0.25,-24.441230185173993,10.141898041136677,0.31808393823442027,-2.3054527392691284,10.102667405336529,0.28285209189801896
K05393,9.65,0.18,0.17,1.0855297822458994,9.526755186057535,0.21843753661275012,0.5693604877463656,9.576710193021,0.19460357155612873
K05423,9.71,0.1,0.13,-2.665862563742806,9.828308039248757,0.1767235963232726,-1.1617262616007196,9.786924477015848,0.14545485859669438
K05546,9.03,0.29,0.41,-3.720681365053636,9.407986146652462,0.5608156702348752,-1.381523944864469,9.28376331034737,0.46109593546818695
K05567,9.77,0.05,0.05,1.1089336737768463e-07,9.76999999555134,0.050278650151194926,-0.0007055442064398676,9.770028893599303,0.05134655385306586
K05592,9.64,0.08,0.09,-1.5442691437265381,9.713061831002749,0.11626904581334718,-0.7710759015343029,9.684566079676825,0.09890595074546082
K05612,10.07,0.05,0.11,-0.00837107141732929,10.050536215583369,0.08044719122616406,-2.816488203465937,10.141274258836283,0.12437329072190151
K05613,9.61,0.24,0.36,-5.4392706358898835,9.942355200853887,0.4927544051217677,-1.5412972975310026,9.837340346481044,0.4058314861906309
K05622,9.79,0.23,0.42,-25.867497974115494,10.139760517728586,0.5431979450751199,-2.129962793696876,10.062923530116194,0.47512491357451725
K05626,9.75,0.1,0.14,-3.557390536489791,9.878984220477435,0.19143809523854283,-1.3555377912366282,9.836294862300619,0.15737168975226323
K05645,9.45,0.34,0.55,-49.859751399493234,9.943389272964524,0.7408289774432045,-1.7549014251054302,9.803107568378264,0.6212670641683454
K05689,9.84,0.22,0.45,-46.34371797670999,10.190657395740203,0.5619099683117451,-2.5290905524383334,10.132587403766447,0.5090628908594361
K05702,8.9,0.35,0.44,-2.368399447332507,9.29568800660794,0.5947831324596262,-1.0744320729528312,9.153684286010808,0.4909146368279016
K05706,9.86,0.08,0.11,-3.2945668010195988,9.961175016172259,0.1502948586588202,-1.3080613219685802,9.927246218733595,0.12353114034221702
K05782,9.39,0.09,0.07,2.5632800640261735,9.308369282957761,0.1221520327592508,1.132991266014301,9.337165165996263,0.10061149506576839
K05790,9.55,0.35,0.53,-6.048101973984799,10.039306931298412,0.7254484113775609,-1.567441229492033,9.885556447901136,0.5976591842871932
K05798,9.42,0.4,0.56,-3.5573905364899616,9.93593688190974,0.7657523809541776,-1.3555398201480386,9.765180088850482,0.6294869673318183
K05837,9.73,0.15,0.24,-27.753576851800446,9.94678845907739,0.3245145950787154,-1.7230504191757348,9.883792918471018,0.2710355439583465
K05850,9.95,0.09,0.13,-4.151041906243265,10.069959002376974,0.17789770247710446,-1.438797889603677,10.03112129486846,0.14634175084520895
K05852,10.0,0.04,0.04,1.2961697848368203e-07,9.99999999584017,0.0402229201209553,-0.09987700866663829,10.003280620309397,0.04120661451123342
K05855,9.3,0.3,0.44,-4.552066024648568,9.706145301785199,0.6022079769376607,-1.4799747175081706,9.575988927303081,0.4956150167655269
K05877,9.15,0.39,0.51,-2.722818524495068,9.614872625161583,0.6938266477262376,-1.1770664705912424,9.452991506137028,0.5708844265047668
K05888,9.49,0.35,0.43,-2.1837430867083185,9.87223165849134,0.5781191906967875,-1.0141205823101984,9.732621442999422,0.4786567897906038
K05900,9.48,0.06,0.07,-1.801802987436247,9.539703147855516,0.09236374085389754,-0.8749476890035197,9.517026227461233,0.07741102668255162
K05929,10.11,0.03,0.05,-22.725698759902286,10.154025057747505,0.06665710635517097,-1.8431806354170135,10.142241600793337,0.056509291106056514
K05949,10.02,0.07,0.09,-2.5632800640260456,10.101630717042237,0.12215203275925057,-1.1329922248004607,10.072834890604463,0.10061151304442606
K05953,9.65,0.29,0.47,-32.19674417146861,10.071126452686322,0.6326574449814192,-1.7603882018756707,9.95183925231746,0.5309210108038562
K06102,9.33,0.02,0.02,1.493757508796989e-07,9.329999997603023,0.020111460060477038,0.010047019495701193,9.329835351254214,0.020539280230264856
