kepid,rrmscdpp03p0
10156956,132.863
10156958,167.416
10156967,129.827
10156978,903.207
10156996,249.952
10161393,111.365
10161411,462.69300000000004
10161482,117.111
10161509,65.873
10161534,102.461
10161645,118.126
10161694,78.631
10161826,188.27700000000002
10161873,282.52099999999996
10161922,222.15900000000002
10161923,116.12799999999999
10161933,87.325
10161940,189.329
10186575,359.745
10186606,238.465
10186608,119.764
10186649,170.28
10186651,300.256
10186668,829.523
10186680,177.74200000000002
10186714,147.10399999999998
10186730,136.504
10186731,247.562
10186740,63.185
10186744,160.187
10190936,211.33599999999998
10190941,236.19099999999997
10190945,170.32
10190957,331.33
10190960,131.188
10190974,254.31599999999997
10191036,42.0
10191056,202.389
10191070,269.33299999999997
10191142,14.754000000000001
10191170,71.518
10191204,217.868
10191210,60.75
10198286,185.635
10198347,134.286
10198349,168.5
10198356,154.5
10198381,216.67700000000002
10198431,203.104
10198437,224.50099999999998
10198453,130.002
10198472,128.127
10198496,133.067
10198505,37.177
10198507,246.153
10198509,163.721
10202942,73.607
10202982,104.391
10202990,227.885
10203027,162.95600000000002
10203039,143.326
10203041,144.945
10203063,73.32
10203098,158.222
10203114,103.90799999999999
10203125,194.75599999999997
10203129,67.369
10203141,169.85299999999998
10212868,269.49
10212876,192.81799999999998
10212921,94.102
10212977,171.424
10212984,134.483
10212986,51.873999999999995
10212988,59.178000000000004
10212999,162.78799999999998
10213054,201.472
10213095,240.263
10213107,236.86
10213139,167.463
10219501,111.846
10219562,194.15599999999998
10219574,201.796
10219581,132.282
10219630,241.11
10219666,123.509
10219690,154.741
10219726,281.013
10219783,57.461000000000006
10219796,216.50599999999997
10219861,143.71
10219941,218.72
10219946,195.926
10223968,111.64200000000001
10224004,93.04
10224016,93.86
10224033,304.816
10224057,248.03900000000002
10224090,207.94799999999998
10224094,124.071
10224100,134.591
10224109,224.657
10224126,77.086
10224141,180.666
10224222,94.64
10224245,214.36900000000003
10229877,261.291
10229903,70.195
10229925,135.276
10229943,244.699
10229946,273.546
10230000,274.149
10230012,318.314
10230063,225.696
10230086,356.599
10230111,219.83700000000002
10230120,179.949
10230145,38.845
10230168,188.75799999999998
10255070,85.624
10255081,95.734
10255084,143.59
10255110,
10255125,93.164
10255180,211.074
10255190,277.737
10255196,153.252
10255204,271.303
10255244,269.188
10255351,396.616
10255369,147.606
10255401,60.04600000000001
10259354,133.236
10259369,114.87100000000001
10259442,213.245
10259462,39.246
10259530,
10259538,274.274
10259588,61.961999999999996
1025986,39.552
1026032,216.392
1026084,156.734
1026133,73.829
1026146,341.249
10132874,248.247
10132898,69.548
10132908,131.037
10132923,190.81
10132930,169.549
10132945,42.106
10132946,109.85
10132948,191.166
10132973,647.482
10132974,197.718
10133017,38.152
10133033,145.069
10139323,159.016
10139343,67.561
10139345,142.171
10139379,259.66700000000003
10139390,79.646
10139410,78.572
10139442,335.273
10139448,145.408
10139511,158.908
10139533,70.227
10139552,172.271
10139564,364.352
10139572,165.65400000000002
10147099,240.437
10147141,77.732
10147167,196.084
10147217,84.853
10147231,218.419
10147266,114.068
10147276,180.3
10147311,178.86700000000002
10147356,62.614
10147379,262.783
10147412,153.753
10147457,164.15599999999998
10147472,77.025
10153593,52.522
10153598,268.289
10153613,277.728
10153660,170.99599999999998
10153663,256.73
10153668,278.998
10153673,127.647
10153725,205.458
10153732,69.946
10153736,86.306
10153738,226.787
10153739,137.672
10157024,178.304
10157060,284.087
10157070,252.185
10157075,277.149
10157116,227.394
10157120,64.736
10157123,351.586
10157184,213.942
10157185,166.56400000000002
10157190,209.13400000000001
10157215,132.12
10157228,104.324
10161943,163.861
10161960,232.262
10162024,254.25799999999998
10162027,116.12700000000001
10162036,58.41
10162142,157.029
10162150,285.377
10162197,133.89
10162201,395.038
10162218,152.994
10162375,38.655
10162386,312.922
10162393,77.735
10186745,318.527
10186761,104.432
10186764,30.149
10186780,122.376
10186796,25.916
10186803,69.27199999999999
10186813,119.485
10186824,203.734
10186945,158.414
10186957,84.25
10187017,35.236999999999995
10187071,114.59299999999999
10191247,84.2
10191248,249.16099999999997
10191257,265.122
10191272,90.82600000000001
10191297,118.699
10191367,150.987
10191401,63.24100000000001
10191449,180.38
10191459,222.01
10191527,182.06099999999998
10191530,133.54399999999998
10191618,258.238
10191644,265.675
10198588,183.423
10198595,388.269
10198653,145.344
10198662,53.419
10198664,79.794
10198665,264.018
10198682,154.09
10198696,188.456
10198698,95.17
10198744,146.05700000000002
10198757,254.417
10198761,153.514
10203149,112.226
10203168,156.986
10203177,66.58800000000001
10203196,203.391
10203210,205.209
10203218,315.86400000000003
10203246,166.699
10203247,72.244
10203255,34.586999999999996
10203256,197.416
10203314,117.913
10203328,828.1339999999999
10203345,329.968
10213141,219.521
10213142,235.555
10213149,97.311
10213169,158.202
10213217,83.01
10213225,43.549
10213263,64.459
10213347,1337.477
10213353,52.95399999999999
10213383,99.84700000000001
10213390,40.448
10213424,69.726
10213448,48.281000000000006
10219960,100.09899999999999
10219987,198.65599999999998
10220067,285.01599999999996
10220082,247.373
10220086,235.61
10220102,226.097
10220140,267.209
10220150,141.69799999999998
10220166,123.87200000000001
10220179,201.733
10220209,164.28099999999998
10220213,104.275
10224255,164.55700000000002
10224257,267.251
10224263,154.889
10224274,148.52
10224308,258.018
10224343,125.34899999999999
10224361,82.586
10224364,309.654
10224376,229.01
10224396,215.907
10224405,76.931
10224424,145.066
10230198,417.30199999999996
10230237,66.003
10230252,246.512
10230256,198.63400000000001
10230269,301.782
10230345,399.647
10230369,173.502
10230397,237.32
10230401,78.139
10230408,217.852
10230416,168.53799999999998
10230420,550.197
10230435,98.557
10255404,159.799
10255447,133.02100000000002
10255472,235.67700000000002
10255535,223.50799999999998
10255538,140.803
10255557,255.25
10255586,40.438
10255610,207.40599999999998
10255668,84.2
10255680,38.37
10255689,395.254
10255692,159.585
1026165,249.637
1026180,151.579
10262208,418.41
10262210,56.887
10262227,271.518
10262272,214.985
10262310,141.25799999999998
10262367,174.74400000000003
10262418,244.56599999999997
10262449,248.295
10262450,251.85299999999998
10262461,220.271
10262466,93.329
10133056,284.26099999999997
10133095,149.209
10133104,46.001000000000005
10133176,77.583
10133203,220.51
10133215,265.401
10133246,254.351
10133266,274.969
10133317,273.072
10133353,1434.049
10133360,196.137
10133378,124.419
10133390,164.747
10133423,236.243
10139620,227.41099999999997
10139630,65.91
10139656,1165.407
10139674,62.316
10139680,285.51599999999996
10139685,206.82299999999998
10139686,204.547
10139688,227.873
10139691,32.284
10139720,304.35
10139746,230.27599999999998
10139790,303.127
10139791,37.343
10139798,129.63299999999998
10147488,169.00400000000002
10147492,55.968
10147501,247.175
10147550,80.454
10147559,205.605
10147634,216.768
10147635,44.0
10147660,129.202
10147699,83.65700000000001
10147729,272.18
10147745,196.987
10147755,46.816
10147771,213.687
10153742,86.225
10153760,189.487
10153774,159.53
10153785,191.235
10153806,66.467
10153827,262.89799999999997
10153849,128.406
10153855,139.826
10153878,111.861
10153901,252.612
10153943,197.679
10153969,83.30799999999999
10157229,169.108
10157280,94.961
10157282,124.973
10157288,345.26599999999996
10157328,203.637
10157339,121.699
10157350,206.82
10157355,147.721
10157371,157.355
10157384,96.17399999999999
10157385,86.486
10157404,227.40400000000002
10162403,543.851
10162406,70.352
10162416,191.15
10162436,27.28
10162509,406.39599999999996
10162566,82.49799999999999
10162567,138.109
10162588,165.938
10162599,359.347
10162620,241.933
10162653,218.763
10162669,384.707
10162683,269.617
10162688,152.523
10162736,195.821
10187085,270.705
10187091,218.00900000000001
10187106,171.449
10187123,311.077
10187159,145.936
10187163,1240.3139999999999
10187180,113.391
10187218,131.673
10187247,260.02099999999996
10187248,373.286
10187290,236.025
10187304,159.696
10187319,206.875
10187346,291.138
10191650,107.93700000000001
10191687,232.13299999999998
10191751,70.67399999999999
10191812,193.03
10191831,248.28900000000002
10191846,124.71799999999999
10191859,41.937
10191881,142.084
10191892,50.191
10191909,350.62800000000004
10191945,273.093
10191960,148.042
10191981,97.62299999999999
10198773,169.357
10198779,147.589
10198802,252.548
10198803,68.805
10198810,207.947
10198813,60.652
10198872,265.603
10198905,192.925
10198908,111.427
10198937,39.817
10198942,61.992
10198947,110.98700000000001
10198960,66.991
10203349,135.975
10203442,243.361
10203492,135.105
10203516,40.459
10203532,49.909
10203589,121.93799999999999
10203687,54.268
10203693,225.44400000000002
10203751,143.813
10205584,48.475
10205598,165.315
10205632,76.822
10205804,308.626
10213452,89.054
10213466,91.885
10213470,129.21200000000002
10213483,68.32
10213524,257.35
10213566,126.756
10213568,49.092
10213587,208.59
10213594,144.509
10213596,423.631
10213609,236.33700000000002
10213610,198.667
10213664,203.297
10220299,224.72099999999998
10220322,141.629
10220332,128.744
10220341,128.57299999999998
10220386,74.486
10220427,172.984
10220447,137.593
10220493,249.78099999999998
10220505,215.97400000000002
10220508,146.071
10220515,96.99
10220550,223.44799999999998
10224455,61.192
10224459,88.212
10224466,162.519
10224468,52.14
10224506,61.585
10224535,121.18299999999999
10224550,64.54899999999999
10224559,180.1
10224561,115.52
10224591,117.68799999999999
10224595,178.852
10224610,110.87899999999999
10224611,82.54799999999999
10230455,165.298
10230462,249.253
10230472,436.526
10230483,168.923
10230489,241.06900000000002
10230514,217.81900000000002
10230535,237.35299999999998
10230571,264.916
10230576,414.25800000000004
10230653,74.925
10230660,55.472
10230673,67.595
10230684,63.068000000000005
10230725,332.037
10230737,210.933
10255699,122.91799999999999
10255705,71.32600000000001
10255710,89.001
10255737,662.903
10255775,133.336
1025578,222.705
10255817,219.30700000000002
10255886,271.547
10255915,208.08700000000002
10255922,429.069
10255934,88.561
10256023,197.885
10256048,220.03
10262494,311.357
10262495,143.635
10262516,84.07700000000001
10262518,79.592
10262520,129.78799999999998
10262522,57.074
10262542,152.739
1026255,68.639
10262567,472.86199999999997
10262569,149.716
10262574,116.113
10262588,145.226
10133434,58.477
10133451,316.689
10133469,169.176
10133470,212.997
10133475,207.50599999999997
10133522,273.512
10133528,248.108
10133536,97.18799999999999
10133549,115.89399999999999
10133590,62.838
10133604,99.0
10133673,217.4
10133712,225.271
10139810,399.311
10139850,235.888
10139852,102.211
10139853,207.015
10139864,185.15400000000002
10139935,96.7
10139936,245.535
10139945,178.76
10139993,93.98299999999999
10140028,156.071
10140032,252.84599999999998
10140038,324.987
10147801,295.83099999999996
10147817,35.887
10147851,189.86
10147854,127.76799999999999
10147859,66.486
10147860,93.869
10147864,161.614
10147883,217.39
10147885,224.465
10147918,172.78400000000002
10147929,216.112
10147937,130.881
10154011,250.893
10154040,130.97799999999998
10154048,235.502
10154071,132.326
10154094,441.721
10154096,265.858
10154103,217.375
10154104,83.941
10154118,195.106
10154138,123.52
10154141,161.055
10154157,179.465
10154171,278.948
10157409,66.608
10157431,146.235
10157443,48.458
10157453,222.687
10157458,187.987
10157464,126.79899999999999
10157499,154.721
10157502,212.79
10157506,180.886
10157507,142.846
10157520,59.441
10157547,180.497
10162765,118.40899999999999
10162792,102.241
10162795,123.631
10162822,301.943
10162836,147.561
10162867,29.773000000000003
10162869,192.858
10162999,89.90700000000001
10163007,53.357
10163021,146.273
10163066,252.407
10163067,67.635
10187366,155.067
10187379,247.09599999999998
10187446,189.075
10187452,105.939
10187461,274.967
10187471,86.177
10187485,48.553999999999995
10187494,150.739
10187501,208.832
10187510,269.899
10187539,225.63099999999997
10187556,110.89200000000001
10192060,245.52700000000002
10192145,99.10700000000001
10192152,177.30200000000002
10192155,99.38
10192175,168.268
10192231,242.058
10192416,242.37099999999998
10192453,55.653999999999996
10192458,177.34400000000002
10192469,113.098
10192481,133.017
10192490,72.014
10192575,128.27200000000002
10198964,246.342
10199006,100.529
10199055,85.057
10199126,282.156
10199146,223.542
10199160,288.29
10199187,94.565
10199218,11.129000000000001
10199238,69.638
10199239,84.316
10199257,192.916
10199289,116.525
10205812,242.292
10205829,270.61
10205838,158.745
10205855,92.756
10205860,88.93
10205916,95.071
10205919,174.085
10205983,67.131
10205999,82.571
10206023,64.741
10206034,114.82600000000001
10206049,235.805
10206130,59.122
10213684,146.391
10213722,187.56599999999997
10213744,327.58
10213752,96.197
10213755,181.296
10213782,204.40599999999998
10213786,675.997
10213790,184.005
10213830,159.908
10213837,168.50400000000002
10213853,183.632
10213902,205.011
10213903,228.96099999999998
10220579,77.499
10220603,61.391000000000005
10220613,153.204
10220622,177.248
10220685,273.061
10220700,110.77
10220707,142.887
10220724,257.27099999999996
10220740,236.041
10220756,126.094
10220760,196.03099999999998
10220782,186.79
10224620,334.611
10224623,73.209
10224631,166.042
10224638,109.723
10224697,179.399
10224707,220.274
10224728,303.796
10224731,190.50900000000001
10224804,289.138
10224811,232.82299999999998
10224814,347.29900000000004
10224862,83.09100000000001
10230871,178.58900000000003
10230887,126.295
10230894,65.98
10231017,90.478
10231119,134.358
10231171,83.307
10231457,71.418
10231564,115.443
10231594,67.52
10231612,131.57399999999998
10231681,131.718
10231762,58.136
10231786,51.94
10256062,189.063
10256177,101.17200000000001
1025623,
10256235,147.35399999999998
10256237,159.491
10256240,48.18
10256273,200.425
10256275,98.64200000000001
10256300,87.459
10256327,210.17700000000002
10256345,165.95
10256422,610.405
10256439,115.516
10262609,160.531
10262627,246.90099999999998
10262647,83.475
10262661,255.75599999999997
10262679,247.304
10262694,132.843
10262709,82.24600000000001
10262721,259.535
10262745,151.628
10262765,252.082
10262768,119.67200000000001
10262808,226.81900000000002
10133733,161.77700000000002
10133812,138.305
10134076,71.692
10134084,247.704
10134152,119.51
10134234,75.175
10134267,203.795
10134366,85.314
10134443,362.827
10134470,
10134484,127.679
10134498,353.267
10134505,348.278
10134521,184.16400000000002
10140072,101.556
10140097,203.915
10140100,181.707
10140102,210.608
10140110,73.60600000000001
10140113,67.721
10140121,246.58900000000003
10140122,228.74400000000003
10140126,130.13
10140195,235.017
10140201,89.62799999999999
10140204,106.959
10147945,199.114
10147958,233.488
10147959,140.115
10147963,78.25399999999999
10147969,204.774
10147976,110.927
10147998,101.36200000000001
10148026,130.007
10148041,175.429
10148074,116.936
10148083,211.61
10148092,236.44299999999998
10154189,
10154204,383.582
10154207,407.47900000000004
10154224,273.638
10154247,186.287
10154261,149.60299999999998
10154278,165.574
10154291,168.90599999999998
10154299,237.76
10154302,86.42399999999999
10154349,211.771
10154350,231.093
10157553,229.135
10157568,576.117
10157573,184.418
10157581,125.176
10157612,77.649
10157654,248.2
10157660,198.558
10157667,200.297
10157672,103.945
10157690,187.97799999999998
10157699,138.481
10157712,116.56700000000001
10163129,95.404
10163133,96.596
10163192,
10163251,148.204
10163311,123.059
10163318,301.06
10163322,174.562
10163427,101.353
10163474,308.995
10163509,27.773000000000003
10163557,131.49200000000002
10163565,166.825
10163609,222.097
10163653,323.866
10187559,141.094
10187563,201.726
10187590,270.478
10187593,242.87599999999998
10187605,160.384
10187643,127.184
10187649,208.03
10187666,274.009
10187683,189.398
10187689,316.27
10187699,40.268
10187717,201.94
10192585,266.492
10192601,104.71
10192613,249.206
10192677,192.457
10192691,236.43099999999998
10192702,169.549
10192715,59.266000000000005
10192733,245.50599999999997
10192745,77.811
10192746,266.404
10192747,92.34200000000001
10192829,71.03699999999999
10199313,58.643
10199326,113.054
10199349,207.639
10199357,59.713
10199382,149.468
10199394,91.464
10199401,207.59599999999998
10199406,161.875
10199431,202.15400000000002
10199446,189.005
10199454,62.395
10199493,145.561
10206134,193.90900000000002
10206136,82.165
10206169,205.593
10206188,60.693000000000005
10206192,57.038999999999994
10206212,312.51099999999997
10206220,218.989
10206307,114.396
10206324,52.06399999999999
10206340,
10206348,114.18
10206368,149.345
10213916,273.36
10213920,234.351
10213931,123.56200000000001
10213932,200.158
10213940,194.43099999999998
10213948,172.704
10213959,250.592
10213964,423.87199999999996
10213984,89.57600000000001
10213987,81.058
10214039,58.948
10214045,183.899
10214087,271.345
10220795,104.568
10220799,214.31799999999998
10220835,194.325
10220837,87.40700000000001
10220852,45.665
10220865,192.917
10220888,231.613
10220894,152.253
10220916,266.514
10220950,155.928
10220967,239.668
10220988,239.38299999999998
10224890,52.552
10224898,159.42600000000002
10224920,781.7330000000001
10224987,206.99599999999998
10225014,185.722
10225504,167.832
10225596,93.07799999999999
10225645,160.047
10225706,164.945
10225710,450.838
10225772,238.58599999999998
10225793,223.155
10231806,76.251
10231813,97.78
10231829,209.44
10231863,248.205
10231887,75.361
10232091,46.233000000000004
10232123,81.275
10232303,84.126
10232332,378.702
10232359,73.464
10232364,61.482
10232367,42.091
10256442,249.05700000000002
10256448,188.96900000000002
10256494,66.257
10256507,153.049
10256546,91.43299999999999
10256550,201.11599999999999
10256595,133.436
10256597,152.77200000000002
10256610,293.948
10256619,254.66400000000002
10256628,214.977
10256651,294.592
10256655,132.361
10262815,61.836999999999996
10262826,148.548
10262841,143.97899999999998
10262842,58.938
1026287,216.59799999999998
10262882,203.93900000000002
10262894,163.125
10262900,85.786
10262906,45.425
1026294,41.338
10262952,81.73100000000001
10263032,146.662
10263037,195.28099999999998
10134547,79.653
10134553,57.343999999999994
10134571,143.975
10134577,209.727
10134582,132.06
10134584,179.36700000000002
10134599,240.101
10134600,222.543
10134638,215.40599999999998
10134643,275.055
10134644,105.01899999999999
10134652,70.366
10134654,297.721
10140216,96.77600000000001
10140238,207.234
10140246,270.626
10140260,52.191
10140274,286.152
10140281,188.437
10140308,176.15900000000002
10140324,212.423
10140383,106.13799999999999
10140402,229.896
10140432,180.602
10140449,178.775
10148118,117.915
10148144,61.659
10148156,68.71300000000001
10148200,78.423
10148230,207.792
10148234,258.591
10148246,399.574
10148249,66.072
10148291,67.393
10148324,97.47
10148326,34.42
10148343,210.90599999999998
10154388,69.96600000000001
10154417,88.50200000000001
10154424,223.187
10154453,248.22299999999998
10154475,175.43900000000002
10154490,115.912
10154514,312.6
10154538,213.66
10154545,63.995
10154560,158.07399999999998
10154576,232.05900000000003
10154579,296.409
10154581,271.97900000000004
10157733,202.981
10157791,110.704
10157808,193.81900000000002
10157826,28.695999999999998
10157842,292.944
10157917,195.83
10157923,73.419
10157931,166.563
10157936,188.446
10157940,139.793
10157945,222.887
10157998,206.891
10163713,126.39299999999999
10163758,81.92299999999999
10163776,128.928
10163789,263.68
10163885,65.789
10163894,344.145
10163899,392.848
10163941,288.122
10163946,152.513
10163983,38.113
10164018,319.99
10164065,129.795
10164068,320.757
10187728,311.432
10187755,301.288
10187767,250.135
10187770,149.502
10187790,115.20700000000001
10187835,29.47
10187858,168.33
10187860,163.645
10187896,125.36
10188059,235.15200000000002
10188141,202.29
10188170,94.755
10188242,251.08599999999998
10192843,72.19
10192853,14.005999999999998
10192917,217.85299999999998
10192926,43.558
10192963,187.332
10192965,90.35
10193000,68.02199999999999
10193015,33.001
10193083,61.61
10193084,200.139
10193096,68.806
10193138,127.15
10199496,75.558
10199528,119.23899999999999
10199536,65.141
10199542,633.131
10199543,119.113
10199556,220.25099999999998
10199564,119.823
10199566,290.53
10199572,42.413999999999994
10199575,97.928
10199580,88.68
10199596,231.50099999999998
10199613,132.592
10206376,274.7
10206454,191.55900000000003
10206457,151.509
10206461,318.16700000000003
10206488,180.389
10206512,245.74
10206594,268.92400000000004
10206622,219.68900000000002
10206643,662.625
10206675,217.81
10206725,184.982
10206745,611.214
10214093,277.931
10214100,237.02
10214101,103.64299999999999
10214159,163.077
10214160,234.30200000000002
10214162,210.575
10214178,379.311
10214206,80.875
10214219,158.35399999999998
10214225,129.83
10214249,151.113
10214270,66.411
10214295,142.809
10221013,224.49200000000002
10221025,112.98100000000001
10221034,168.762
10221045,123.191
10221111,87.9
10221125,88.166
10221150,119.046
10221153,96.914
10221164,264.904
10221223,118.385
10221229,90.881
10221237,284.533
10221239,230.84
10225800,297.754
10225815,171.247
10225820,154.708
10225826,310.185
10225845,102.42299999999999
10225871,161.461
10225925,47.552
10225934,287.414
10225978,300.27299999999997
10226001,356.47900000000004
10226067,65.179
10226083,110.10600000000001
10232483,87.792
10232693,79.223
10251684,221.725
10251704,226.49400000000003
10251759,478.08
10251775,889.7610000000001
10251796,32.606
10251866,297.856
10251919,296.654
10251940,134.178
10251941,810.2510000000001
10251942,150.939
10251945,451.30199999999996
10256663,209.715
10256676,165.832
10256682,153.922
10256739,114.12100000000001
10256752,46.163999999999994
10256787,134.832
10256810,53.84
10256832,243.347
10256837,89.89
10256847,174.56099999999998
10256870,189.59900000000002
10256927,244.03099999999998
10256938,190.14
10263062,245.50599999999997
1026309,68.54899999999999
10263116,144.578
10263121,79.918
10263148,51.648
10263149,132.053
10263150,51.477
10263180,118.11399999999999
10263186,193.42700000000002
10263200,119.845
1026321,184.888
10263213,136.21200000000002
10263216,58.104
10134709,135.558
10134740,98.61399999999999
10134747,79.78399999999999
10134793,196.162
10134795,246.95
10134800,413.661
10134806,253.43400000000003
10134818,126.148
10134901,689.0319999999999
10134904,95.12200000000001
10134917,123.50399999999999
10134929,103.76299999999999
10140480,40.37
10140513,42.979
10140525,126.376
10140613,157.33
10140657,63.966
10140662,128.22899999999998
10140665,39.433
10140691,74.633
10140708,218.138
10140717,178.239
10140731,50.599
10140750,206.74099999999999
10140793,86.48299999999999
10148400,166.22099999999998
10148439,133.866
10148445,58.23
10148457,160.378
10148478,75.44800000000001
10148490,190.924
10148512,210.99
10148521,119.85700000000001
10148525,242.64700000000002
10148531,231.388
10148568,156.658
10148572,136.829
10154592,79.919
10154610,98.226
10154614,178.18599999999998
10154631,112.941
10154712,56.477
10154737,103.37899999999999
10154775,286.728
10154787,68.546
10154792,162.961
10154795,199.252
10154834,155.411
10154868,137.023
10154885,81.22
10158021,320.574
10158024,209.46
10158029,300.144
10158044,238.3
10158100,160.661
10158119,53.543
10158121,169.515
10158151,134.695
10158164,279.691
10158169,120.883
10158173,20.873
10158201,184.41299999999998
10164078,109.185
10164081,71.936
10164108,358.767
10164119,122.322
10164266,347.834
10164308,366.681
10164311,242.834
10164378,257.981
10164382,68.348
10164391,386.212
10164414,161.292
10164492,212.37
10164503,107.52600000000001
10188260,217.076
10188292,367.647
10188315,170.217
10188321,276.598
10188359,293.691
10188375,84.249
10188378,252.55900000000003
10188415,82.594
10188416,435.39599999999996
10188425,93.071
10188431,88.134
10188458,120.625
10188460,146.859
10193152,171.64700000000002
10193199,92.926
10195456,87.353
10195469,186.22400000000002
10195532,95.804
10195628,70.065
10195708,458.31699999999995
10195721,122.90100000000001
10195741,168.38299999999998
10195760,61.148
10195815,230.12400000000002
10195818,184.171
10195837,57.513999999999996
10195850,88.757
10199650,207.878
10199655,61.188
10199661,59.968999999999994
10199678,81.208
10199685,134.066
10199692,195.18599999999998
10199703,121.96700000000001
10199793,108.77
10199795,144.44
10199817,40.861
10199844,554.596
10199877,138.517
10199898,205.12
10206781,55.906000000000006
10206790,78.55
10206793,323.915
10206803,118.256
10206809,248.894
10206834,1506.234
10206840,115.084
10206851,166.607
10206860,156.72899999999998
10206907,79.686
10206935,219.85
10206944,195.706
10214315,87.244
10214328,43.973
10214341,116.226
10214342,275.98900000000003
10214348,53.143
10214352,147.25799999999998
10214368,275.161
10214421,25.836
10214451,237.208
10214458,41.236999999999995
10214462,107.07799999999999
10214466,395.49199999999996
10214481,271.651
10221242,269.468
10221337,210.657
10221348,311.911
10221366,119.57700000000001
10221370,143.991
10221455,209.643
10221504,221.515
10221505,240.60299999999998
10221507,82.051
10221510,119.68700000000001
10221511,212.81599999999997
10221518,184.845
10221525,74.316
10226133,90.94
10226146,266.98400000000004
10226157,66.869
10226166,96.914
10226169,355.91900000000004
10226218,357.848
10226239,47.799
10226276,135.084
10226279,143.561
10226316,113.257
10226337,116.49600000000001
10226343,273.751
10251964,119.838
10251976,120.34200000000001
10252006,109.741
10252023,263.172
10252069,66.709
10252082,134.66299999999998
10252095,59.725
10252131,51.922
10252165,121.113
10252183,483.77
10252188,46.251000000000005
10252207,318.505
10252235,327.876
10256970,264.291
10257020,132.696
10257034,53.678999999999995
10257055,106.052
10257057,109.06299999999999
10257096,512.3380000000001
10257107,167.18
10257129,130.879
10257132,279.606
10257141,159.635
10257144,66.105
10257150,69.878
10257169,260.66900000000004
10394403,176.646
10394407,261.849
10394418,73.50399999999999
10394463,165.675
10394464,65.077
10394489,92.93700000000001
10394503,141.017
10394504,332.519
10394522,52.085
10394546,104.22200000000001
10394568,80.627
10394570,133.361
10398353,103.788
10398358,25.61
10398397,75.90899999999999
10398418,97.978
10398450,225.593
10398481,130.40200000000002
10398482,206.40900000000002
10398502,65.507
10398534,257.473
10398553,138.247
10398586,289.66700000000003
10398596,256.89099999999996
10267299,180.805
10267302,46.129
10267331,52.239
10267347,106.757
10267364,562.237
10267392,337.661
10267486,238.847
10267487,225.28599999999997
10267535,588.316
10267540,226.503
10267555,65.45100000000001
10267570,227.58700000000002
10267577,252.88099999999997
10273903,251.50799999999998
10273951,192.71400000000003
10273960,67.898
1027397,149.765
10273978,93.853
10273994,204.59799999999998
10273995,260.878
10274063,80.369
10274070,274.78
10274076,106.686
10274078,73.89399999999999
10274086,301.8
10274090,223.042
10281504,111.641
10281513,175.13
10281535,122.43700000000001
10281586,98.869
10281591,134.85399999999998
10281630,185.472
10281638,277.88599999999997
10281639,435.968
10281674,70.318
10281691,85.34
10281715,65.832
10281725,196.101
10281785,127.11200000000001
10287211,143.368
10287216,47.85
10287242,310.49
10287248,215.21400000000003
10287251,279.072
10287311,296.86
10287323,141.326
10287334,96.71600000000001
10287341,73.82600000000001
10287354,208.709
10287401,108.17
10287441,117.837
10287499,210.954
10291659,175.355
10291661,328.56699999999995
10291669,240.332
10291682,77.722
10291683,
10291712,150.34
10291723,103.206
10291734,149.52100000000002
10291926,125.751
10291936,341.5
10292000,44.961999999999996
10292001,98.426
10317803,90.947
10317830,1269.599
10317831,102.79899999999999
10317840,234.239
10317860,306.74
10317875,134.23
10317882,148.57399999999998
10317904,144.596
10317918,685.595
10317930,126994.81199999999
10317934,111.822
10317996,358.92699999999996
10318013,359.61400000000003
10318034,355.038
10322554,243.888
10322568,72.286
10322582,
10322595,708.432
10322614,260.202
10322666,252.662
10322668,407.092
10322684,232.75599999999997
10322695,45.763000000000005
10322721,47.326
10322738,220.40200000000002
10322760,232.685
10329959,36.414
10330010,72.16
10330028,925.1619999999999
10330031,80.294
10330052,157.764
10330064,207.483
10330073,128.088
10330078,256.601
10330115,314.866
10330128,231.93200000000002
10330135,524.11
10330156,269.303
10330157,242.683
10330179,55.004
10334567,205.878
10334583,143.804
10334585,177.023
10334592,237.111
10334594,265.879
10334605,241.696
10334631,259.244
10334685,61.405
10334745,54.608999999999995
10334763,90.14200000000001
10334773,180.655
10334851,96.865
10341179,293.449
10341194,477.24699999999996
10341221,190.16400000000002
10341225,45.538999999999994
10341236,62.385
10341270,115.50299999999999
10341349,78.038
10341376,153.13
10341412,1814.122
10341419,88.539
10341423,69.077
10341581,302.796
10341632,175.822
10341704,88.295
10351470,111.287
10351485,105.84100000000001
10351524,101.12299999999999
10351528,214.32
10351535,87.18799999999999
10351536,123.89
10351540,209.333
10351578,161.878
10351585,164.424
10351604,185.60299999999998
10351609,203.917
10351623,203.46099999999998
10355174,91.04700000000001
10355175,403.954
10355182,166.673
10355236,66.035
10355273,87.01700000000001
10355303,129.6
10355305,223.27
10355355,123.696
10355365,192.176
10355387,87.71
10355436,247.59400000000002
10355472,315.623
10362043,101.63
10362059,57.446999999999996
10362076,164.26
10362134,30.148000000000003
10362135,482.94699999999995
10362145,428.278
10362180,70.221
10362255,278.756
10362260,101.868
10362296,141.803
10362297,85.462
10362349,107.881
10362401,119.71
10386180,74.194
10386182,193.03599999999997
10386188,165.21
10386201,292.561
10386229,68.079
10386248,95.14299999999999
10386256,186.101
10386283,264.23400000000004
10386314,120.861
10386318,368.88599999999997
10386580,121.38
10386651,98.005
10386667,172.84599999999998
